cartodb_id,the_geom,fuel_type_code,station_name,street_address,intersection_directions,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,address,latitude,longitude,affgeoid,median_household_income
4181,0101000020E61000000CDF67017F9F5DC003CBB6781D024140,ELEC,Sway Santa Monica,525 Broadway,,,800-663-5633,E,,Public - Card key at all times,"MO: 08:00am-02:00am; TU: 08:00am-02:00am; WE: 08:00am-02:00am; TH: 08:00am-02:00am; FR: 08:00am-02:00am; SA: 08:00am-02:00am; SU: 08:00am-02:00am",,,,,,3,,,SemaCharge Network,http://www.semacharge.com/,10/09/2015,67834,2015-10-09 07:37:24+00,,,,,,,,,J1772,"525 Broadway
Santa Monica, CA 90401",34.0165244,-118.4921268,1400000US06037701902,56450
19345,0101000020E610000052CB2088BD9F5DC075A7E095C9014140,ELEC,City of Santa Monica - Garage #6,1443 2nd St,,,310-458-8411,E,,Public,24 hours daily,,,,,,30,,,,,02/03/2015,65080,2015-02-03 18:08:09+00,LG,,,01/01/2013,,,,,J1772,"1443 2nd St
Santa Monica, CA 90403",34.0139644,-118.4959431,1400000US06037701902,56450
6003,0101000020E61000002A0307B4F49A5EC0DBD2B4D5F6E34240,ELEC,OPERA PLAZA,600-698 Golden Gate Ave,"GARAGE CHARGER1; -",,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,51949,2015-10-09 07:57:44+00,,,,,,,,,J1772,"600-698 Golden Gate Ave
San Francisco, CA 94102",37.7809703,-122.4211855,1400000US06075016000,56458
3309,0101000020E6100000E072ABD6F89A5EC0D3C7D7F912E44240,ELEC,OPERA PLAZA,601 Van Ness Ave,"GARAGE CHARGER2; Valet park with attendants and provide your chargepoint FOB.",,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,49995,2015-10-09 07:57:43+00,,,,,,,,,J1772,"601 Van Ness Ave
San Francisco, CA 94102",37.7818291,-122.4214379,1400000US06075016000,56458
12104,0101000020E6100000B7A5C46460AD5EC00206932C71294340,ELEC,CITY OF COTATI,216 E School St,"COMMUNITYCENTR1; Across Community Center on School St, diagonal parking
COMMUNITYCENTR2; Across Community Center on School St, diagonal parking
COMMUNITYCENTR3; Across Community Center on School St, diagonal parking",,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,48179,2015-10-09 08:14:41+00,,,,,,,,,NEMA520 J1772,"216 E School St
Cotati, CA 94931",38.3237663,-122.7090084,1400000US06097151204,56462
21157,0101000020E610000084B1CFAD21035EC01525D7039C9F4340,ELEC,LIBERTY,701 National Ave,"LIBERTY NLT 1; As you enter the parking lot, turn right.  Stations by the drive-up window.",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,62441,2015-10-09 08:25:48+00,,,,,,,,,J1772,"701 National Ave
Tahoe Vista, CA 96148",39.2469487,-120.0489306,1400000US06061020106,56500
15803,0101000020E6100000A83462669F035EC0A3906456EF9E4340,ELEC,Cedar Glen Lodge,6589 N Lake Blvd,,,530-546-4281  877-798-3752,E,,Public,"24 hours daily; for guest use only; see front desk for access",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,09/02/2015,68932,2015-09-02 02:44:11+00,P,,,04/01/2015,,,,,TESLA J1772,"6589 N Lake Blvd
Tahoe Vista, CA 96148",39.241679,-120.056604,1400000US06061020106,56500
388,0101000020E610000046A9CEB40E035EC0A78D8FBBAD9E4340,ELEC,Firelite Lodge,7035 N Lake Blvd,,,530-546-7222,E,,Public - Call ahead,"8am-10pm daily; guest use only",,,,,,2,,,,,06/02/2015,52098,2015-06-02 18:04:16+00,P,,,02/01/2014,,,,,J1772,"7035 N Lake Blvd
Tahoe Vista, CA 96148",39.2396769,-120.0477726,1400000US06061020106,56500
12489,0101000020E6100000EBAC16D8637A5DC050C8CEDBD8EA4040,ELEC,Anaheim City Hall,200 South Anaheim Blvd,,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,52344,2015-10-09 07:09:40+00,,,,,,,,,J1772,"200 South Anaheim Blvd
Anaheim, CA 92805",33.834743,-117.912344,1400000US06059087300,56618
5585,0101000020E61000003DC8FCED7C7A5DC02E2C6E92D5EA4040,ELEC,CITY OF ANAHEIM,201 S. Anaheim Blvd,"AWT 1ST FLR 002; Enter from Center Street Promenade, stations on left.
AWT 1ST FLR 001; Enter from Center Street Promenade, stations on left.",,888-758-4389,E,,Public,24 hours daily,,,,,1,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,36344,2015-10-09 08:14:09+00,,,,,,,,,NEMA520 J1772,"201 S. Anaheim Blvd
Anaheim, CA 92805",33.8346427,-117.9138751,1400000US06059087300,56618
6163,0101000020E610000089A18B3C7F7A5DC058552FBFD3EA4040,ELEC,Anaheim West Tower Parking,201 S. Anaheim Blvd.,,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,52292,2015-10-09 07:09:40+00,,,,,,,,,J1772,"201 S. Anaheim Blvd.
Anaheim, CA 92805",33.834587,-117.9140159,1400000US06059087300,56618
18483,0101000020E61000001290E513687A5DC0A0F3BF01D2EA4040,ELEC,CITY OF ANAHEIM,200 S. Anaheim Blvd.,"CITYHALL GRND04; Enter City Hall parking structure, stations on the Grnd Flr.
CITYHALL GRND03; Enter City parking structure, stations are on the Grnd Flr.",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,41313,2015-10-09 08:07:32+00,,,,,,,,,J1772,"200 S. Anaheim Blvd.
Anaheim, CA 92805",33.8345339,-117.9126024,1400000US06059087300,56618
482,0101000020E6100000DF6DDE3829925EC085268925E5EA4240,ELEC,AC Transit,1177 47th St,Located in the employee parking structure,,,E,,Private,Employee use only,,,,,,2,,,OpConnect,http://www.opconnect.com/,03/04/2015,65914,2015-03-04 01:17:12+00,P,,,01/01/2015,,,,,J1772,"1177 47th St
Emeryville, CA 94608",37.835118,-122.283766,1400000US06001425104,56654
21140,0101000020E6100000B81E85EB51585DC07CF2B0506B024140,ELEC,Inland Empire Foods,5425 Wilson St,,,951-682-8222,E,,Public,"24 hours M-Th, 12am-4:30pm F",,,,,,2,,,,,05/05/2015,7206,2015-05-05 11:55:21+00,P,,,05/30/1998,,,,,J1772,"5425 Wilson St
Riverside, CA 92509",34.0189,-117.38,1400000US06065040101,56667
17294,0101000020E610000083F7FAFF5D975DC0A0D3FBDF740C4140,ELEC,8000 Sunset,8000 Sunset Boulevard,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,1,2,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69388,2015-10-09 08:51:27+00,,,,,,,,,CHADEMO J1772,"8000 Sunset Boulevard
Los Angeles, CA 90046",34.09731674,-118.3651123,1400000US06037189800,56769
16997,0101000020E610000096766A2E37975DC0A329F16F860C4140,ELEC,Directors Guild of America,7920 Sunset Blvd,Suite 401,,,E,,Private,,,,,,,2,,,,,03/04/2015,46732,2015-03-04 14:10:23+00,P,,,02/11/2012,,,,,J1772,"7920 Sunset Blvd
Los Angeles, CA 90046",34.0978527,-118.362743,1400000US06037189800,56769
18477,0101000020E610000002DC87179F805DC0C47762D68BE84040,ELEC,EVSP WALGREENS,3446 W Ball Rd,"STORE 6954; The station is located right of the store's entrance",,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,44406,2015-10-09 07:43:07+00,,,,,,,,,J1772,"3446 W Ball Rd
Anaheim, CA 92804",33.8167675,-118.0097102,1400000US06059087801,56782
20160,0101000020E61000008890042B98985DC0583A1F9E25F94040,ELEC,Los Angeles Airport Marriott,5855 W Century Blvd,,,310-641-5700  877-798-3752,E,,Public,"24 hours daily; for guest use only; see front desk for access",,,,,,3,,,Tesla,http://www.teslamotors.com/supercharger,,70279,2015-10-07 21:11:22+00,P,,,03/01/2015,,,,,TESLA J1772,"5855 W Century Blvd
Los Angeles, CA 90045",33.9464605,-118.3842876,1400000US06037277200,56789
18435,0101000020E6100000D50968226C985DC0861F9C4F1DF94040,ELEC,Hilton - Los Angeles International Airport - Tesla,5711 W Century Blvd,,,310-410-4000  877-798-3752,E,,Public,"24 hours daily; for Tesla use only; for guest use only; see valet for access",,,,,,2,,1 LP Inductive,Tesla,http://www.teslamotors.com/supercharger,03/04/2015,7180,2015-10-07 21:45:51+00,P,,,08/01/2015,,,,,TESLA,"5711 W Century Blvd
Los Angeles, CA 90045",33.946207,-118.3816,1400000US06037277200,56789
15882,0101000020E6100000713D0AD7A3985DC07DAEB6627FF94040,ELEC,Marriott - Renaissance Los Angeles Airport Hotel,9620 Airport Blvd,,,310-337-2800,E,,Public,"24 hours daily; pay lot",,,,,,2,,,,,05/05/2015,48362,2015-05-05 11:54:48+00,P,,,01/01/2012,,,,,J1772,"9620 Airport Blvd
Los Angeles, CA 90045",33.9492,-118.385,1400000US06037277200,56789
4923,0101000020E610000035913E52E9985DC0883BCDB85F094140,ELEC,Four Seasons Hotel - Tesla,300 S Doheny Dr,,,310-273-2222  877-798-3752,E,,Public,"24 hours daily; for Tesla use only; for guest use only; see valet for access",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,09/02/2015,68973,2015-09-02 02:45:37+00,P,,,03/01/2015,,,,,TESLA,"300 S Doheny Dr
Los Angeles, CA 90048",34.0732337,-118.3892408,1400000US06037214901,56893
6152,0101000020E6100000680586AC6E675DC02C9FE57970114140,ELEC,City of Rancho Cucamonga - Beryl Park West,6501 Carnelian St,,,909-477-2700,E,,Public,24 hours daily,,,,,,1,,,,,05/05/2015,51131,2015-05-05 11:58:33+00,LG,,,02/27/2013,,,,,J1772,"6501 Carnelian St
Rancho Cucamonga, CA 91701",34.136245,-117.61613,1400000US06071002013,56949
13348,0101000020E61000005DA626C19B895DC0CE12094BE10A4140,ELEC,Public Works Headquarters,900 S Fremont Ave,Located in front and near the motorpool area,,323-267-2023,E,,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,,,,,8,,,,,06/02/2015,63041,2015-06-02 18:01:14+00,LG,,,08/01/2014,,,,,J1772,"900 S Fremont Ave
Alhambra, CA 91803",34.0850004,-118.1501315,1400000US06037480802,56991
9508,0101000020E6100000AFC1B11DC2895DC02500A4DBB70A4140,ELEC,Public Works Annex,901 S Fremont Ave,Northside of Annex by driveway,,323-267-2023,E,,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,,,,,3,,,,,06/02/2015,63042,2015-06-02 18:01:45+00,LG,,,08/01/2014,,,,,J1772,"901 S Fremont Ave
Alhambra, CA 91803",34.0837359,-118.1524729,1400000US06037480802,56991
13496,0101000020E61000004DA3C9C5187C5DC0C8E1DDDB3EE34040,ELEC,CCC,12901 S Euclid St,"CCC GG; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,69036,2015-10-09 07:42:45+00,,,,,,,,,J1772,"12901 S Euclid St
Garden Grove, CA 92843",33.7753558,-117.939012,1400000US06059088602,57000
6984,0101000020E61000009E5099AC1B7C5DC0E099756B3EE34040,ELEC,CCC,10961 Marian Dr,"CCC GGB; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,69049,2015-10-09 08:24:11+00,,,,,,,,,J1772,"10961 Marian Dr
Garden Grove, CA 92840",33.7753424,-117.9391891,1400000US06059088602,57000
20114,0101000020E61000009AD42BC0D2905EC01844FF5FD0E54240,ELEC,Laney College,900 Fallon St,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,,1,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69538,2015-10-09 08:54:28+00,,,,,,,,,CHADEMO,"900 Fallon St
Oakland, CA 94607",37.7954216,-122.2628632,1400000US06001403300,57064
18040,0101000020E6100000CD902A8A574D5DC0CADDE7F868654040,ELEC,City of San Diego Mission Bay Park Playa I,2590 E. Mission Bay Dr,,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,50955,2015-10-09 07:13:26+00,,,,,,,,,J1772,"2590 E. Mission Bay Dr
San Diego, CA 92109",32.792266,-117.208468,1400000US06073007600,57083
19531,0101000020E61000003E7AC37DE44F5DC09DBD33DAAA624040,ELEC,City of San Diego Mission Bay Park Bonita Cove,1100 West Mission Bay Drive,"Located in parking lot across the 
street from the Bahia Hotel.

Located in parking lot across the 
street from the Bahia Hotel.

Located in parking lot across the 
street from the Bahia Hotel.

Located in parking lot across the 
street from the Bahia Hotel.
",,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,50954,2015-10-09 07:13:02+00,,,,,,,,,J1772,"1100 West Mission Bay Drive
San Diego, CA 92109",32.770839,-117.248321,1400000US06073007600,57083
6724,0101000020E61000007D06D49B514F5DC01EA7E8482E634040,ELEC,Paradise Point Resort,1404 Vacation Road,,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,5,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,55180,2015-10-09 07:12:33+00,,,,,,,,,J1772,"1404 Vacation Road
San Diego, CA 92109",32.77485,-117.239356,1400000US06073007600,57083
19161,0101000020E61000007D06D49B514F5DC01EA7E8482E634040,ELEC,Paradise Point Resort,1404 Vacation Road,,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,49139,2015-10-09 07:11:30+00,,,,,,,,,J1772,"1404 Vacation Road
San Diego, CA 92109",32.77485,-117.239356,1400000US06073007600,57083
5083,0101000020E61000005EFCC808834E5DC004D89134C9614040,ELEC,SEAWORLD SD,500 Seaworld Drive,"SEAWORLD1; Parking Rates may apply
SEAWORLD2; Parking Rates may apply",,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,43214,2015-10-09 08:11:13+00,,,,,,,,,J1772,"500 Seaworld Drive
San Diego, CA 92109",32.7639528,-117.2267477,1400000US06073007600,57083
10415,0101000020E61000008FC2F5285C575EC0EEEBC039235A4340,ELEC,North Highlands Library,4235 Antelope Rd,,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,,,07/08/2015,25497,2015-07-08 15:11:03+00,LG,,,06/01/2004,,,,,J1772,"4235 Antelope Rd
Antelope, CA 95843",38.7042,-121.365,1400000US06067007427,57176
19901,0101000020E6100000BA69334E43185DC03AE97DE36BDD4040,ELEC,City of Palm Desert - Park View Building,73710 Fred Waring Dr,,,760-776-6416,E,,Private,Employee use only with keycard,,,,,,1,,,,,05/05/2015,51717,2015-05-05 11:43:49+00,LG,,,04/01/2013,,,,,J1772,"73710 Fred Waring Dr
Palm Desert, CA 92260",33.729855,-116.379108,1400000US06065045119,57230
16734,0101000020E61000007F130A1170185DC01EC3633F8BDD4040,ELEC,City of Palm Desert - City Hall,73510 Fred Waring Dr,,,760-776-6416,E,,Public,24 hours daily,,,,,,4,,,,,05/05/2015,51516,2015-05-05 11:44:34+00,LG,,,04/01/2013,,,,,J1772,"73510 Fred Waring Dr
Palm Desert, CA 92260",33.730812,-116.38184,1400000US06065045119,57230
22499,0101000020E6100000BA69334E43185DC03AE97DE36BDD4040,ELEC,City of Palm Desert - Park View Building,73710 Fred Waring Dr,,,760-776-6416,E,,Public,24 hours daily,,,,,,1,,,,,05/05/2015,51716,2015-05-05 11:43:49+00,LG,,,04/01/2013,,,,,J1772,"73710 Fred Waring Dr
Palm Desert, CA 92260",33.729855,-116.379108,1400000US06065045119,57230
1547,0101000020E61000000BCF4BC5C6275EC0FD9FC37C798F4140,ELEC,City of Grover Beach - City Hall,154 8th St,,,805-473-4520,E,,Public,"8am-5pm daily; one hour charging limit",,,,,,1,,,,,05/05/2015,48718,2015-05-05 11:49:29+00,LG,,,01/01/2012,,,,,J1772,"154 8th St
Grover Beach, CA 93433",35.120895,-120.621507,1400000US06079012102,57244
13982,0101000020E610000072874D64E64B5EC03BC5AA4198E34240,ELEC,1st Light Energy,1869 Moffat Blvd,,,848-228-6922,E,,Public,8am-5pm daily,,,,,,1,,,,,07/08/2015,64395,2015-07-08 15:00:21+00,P,,,06/01/2013,,,,,J1772,"1869 Moffat Blvd
Manteca, CA 95336",37.778084,-121.185937,1400000US06077005110,57297
3263,0101000020E61000004A1F5FE7CB7A5DC0FDDE01F96DD64040,ELEC,NISSAN-CONNELL,2850 Harbor Blvd,"QUICK CHARGER 1; In the dealership parking lot",,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,58340,2015-10-09 07:50:29+00,,,,,,,,,CHADEMO,"2850 Harbor Blvd
Costa Mesa, CA 92626",33.6752311,-117.9186953,1400000US06059063902,57313
6380,0101000020E6100000AAB46A7CCB7A5DC0DEE7F86871D64040,ELEC,Connell Nissan,2850 Harbor Blvd,,,714-444-4220,E,,Private,,,,,,,1,,,,,07/08/2015,47602,2015-07-08 14:24:16+00,P,,,03/15/2011,,,,,J1772,"2850 Harbor Blvd
Costa Mesa, CA 92626",33.675336,-117.9186698,1400000US06059063902,57313
6657,0101000020E6100000AAB46A7CCB7A5DC0DEE7F86871D64040,ELEC,Connell Nissan,2850 Harbor Blvd,,,714-444-4220,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,39882,2015-07-08 14:24:16+00,P,,,03/15/2011,,,,,J1772,"2850 Harbor Blvd
Costa Mesa, CA 92626",33.675336,-117.9186698,1400000US06059063902,57313
1263,0101000020E6100000AD78D9652E7A5DC09ADCDE24BCD54040,ELEC,OCC,2701 Fairview Rd,"OCC 1B; -
OCC 3B; -
OCC 3A; -
OCC 1A; -
OCC 2A; -
OCC 2B; -",,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,69065,2015-10-09 07:42:47+00,,,,,,,,,J1772,"2701 Fairview Rd
Costa Mesa, CA 92626",33.6698042,-117.9090819,1400000US06059063902,57313
8862,0101000020E6100000BD5296218ED55DC0429946938B354140,ELEC,Lake Casitas Municipal Water District - Recreational Area,Casitas Pass Rd & Baldwin Rd,Baldwin Road/Casitas Pass Road,,805-649-2233,E,,Public,8am-5pm daily,,,,,3,1,,,,,05/05/2015,21566,2015-05-05 11:54:33+00,P,,,05/30/2002,,,,,NEMA520 J1772,"Casitas Pass Rd &amp; Baldwin Rd
Oak View, CA 93022",34.418322,-119.3368,1400000US06111001001,57315
1215,0101000020E6100000FA08A128F5895EC02EED2F16E1DC4240,ELEC,SAN LEANDRO,120 Estudillo Ave,"PARKINGGARAGE02; Ground floor level
PARKINGGARAGE01; 4th level of parking garage",,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,66693,2015-10-09 07:45:23+00,,,,,,,,,J1772,"120 Estudillo Ave
San Leandro, CA 94577",37.7256191,-122.1555883,1400000US06001432600,57340
14653,0101000020E61000002300EE68528B5DC0B0B8EE9C1C5C4140,ELEC,AVFA,2551 W Avenue H,"LOT E; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,52522,2015-10-09 07:55:00+00,,,,,,,,,J1772,"2551 W Avenue H
Lancaster, CA 93536",34.7196232,-118.1769049,1400000US06037900900,57361
20789,0101000020E61000008A6C8C4237C25DC01C8645FB0EA74140,ELEC,BMW BAKERSFIELD,5400 Gasoline Alley Dr,STATION 01,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,60641,2015-10-09 08:21:16+00,,,,,,,,,J1772,"5400 Gasoline Alley Dr
Bakersfield, CA 93313",35.3051447,-119.0346228,1400000US06029003114,57411
549,0101000020E61000001A53B0C659615EC0150B32B89C4F4340,ELEC,CCC,2870 Gateway Oaks Dr,"STATION 1; -",,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,53679,2015-10-09 07:56:00+00,,,,,,,,,NEMA520 J1772,"2870 Gateway Oaks Dr
Sacramento, CA 95833",38.6219702,-121.5211045,1400000US06067007010,57478
10368,0101000020E610000086BAFE1312615EC0A79196CADB4E4340,ELEC,Gateway Oaks Metro Center,2710 Gateway Oaks Dr,,,916-921-5005,E,,Public,24 hours daily,,,,,,1,,,,,07/08/2015,25500,2015-07-08 15:00:05+00,P,,,05/30/2004,,,,,J1772,"2710 Gateway Oaks Dr
Sacramento, CA 95833",38.6160825,-121.5167284,1400000US06067007010,57478
13998,0101000020E6100000705F07CE19745DC08EAED2DD75064140,ELEC,Southern California Edison - Innovation Village Office,3 Innovation Way,,,,E,,Private,Employee use only,,,,,4,4,,,Greenlots,http://greenlots.com/,04/03/2015,66304,2015-04-03 17:07:46+00,T,,,10/06/2014,,,,,NEMA520 J1772,"3 Innovation Way
Pomona, CA 91768",34.050472,-117.814075,1400000US06037402403,57500
11699,0101000020E6100000001DE6CB0B745DC025D291B7B7064140,ELEC,Southern California Edison - Innovation Village Office,1 Innovation Way,,,,E,,Private,,,,,,,1,,1 Conductive,,,04/03/2015,48712,2015-04-03 17:10:39+00,T,,,06/01/2011,,,,,J1772,"1 Innovation Way
Pomona, CA 91768",34.0524816,-117.81322,1400000US06037402403,57500
1638,0101000020E6100000001DE6CB0B745DC025D291B7B7064140,ELEC,Southern California Edison - Innovation Village Office,1 Innovation Way,,,,E,,Private,Employee use only,,,,,4,4,,,Greenlots,http://greenlots.com/,04/03/2015,66300,2015-04-03 17:10:39+00,T,,,01/01/2015,,,,,NEMA520 J1772,"1 Innovation Way
Pomona, CA 91768",34.0524816,-117.81322,1400000US06037402403,57500
17542,0101000020E61000001E673FF78A865DC0F7FAA42435F64040,ELEC,MCKENNA BMW,10900 Firestone Blvd,"STATION 01; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,62215,2015-10-09 08:21:46+00,,,,,,,,,J1772,"10900 Firestone Blvd
Norwalk, CA 90650",33.9234968,-118.1022318,1400000US06037550300,57568
5112,0101000020E61000002AEDC330169F5DC0739C80CB08024140,ELEC,S.M. HYBRID,825 Olympic Blvd,"** SM HYBRID **; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,69905,2015-10-09 08:26:46+00,,,,,,,,,J1772,"825 Olympic Blvd
Santa Monica, CA 90404",34.0158934,-118.4857294,1400000US06037701802,57569
2260,0101000020E6100000DC57D4160D545EC0B38EF4B3A25A4340,ELEC,Sacramento Municipal Utility District,7825 Lichen Dr,I-80 and Antelope Road Exit,,916-517-0363,E,,Public,24 hours daily,A D M V,,,,,1,2,,Greenlots,http://greenlots.com/,08/04/2015,66812,2015-08-04 13:12:34+00,LG,,,04/10/2015,,,,,J1772 CHADEMO J1772COMBO,"7825 Lichen Dr
Citrus Heights, CA 95621",38.7080903,-121.3132989,1400000US06067008127,57571
22257,0101000020E6100000D4FCE71FB3915EC0C111EEDF06254340,ELEC,GASSER BUILDING,433 Soscol Ave,"STATION ONE; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,46739,2015-10-09 07:54:47+00,,,,,,,,,J1772,"433 Soscol Ave
Napa, CA 94559",38.2892723,-122.2765579,1400000US06055200301,57619
3056,0101000020E6100000BADFFCE1C2915EC07594DE9277254340,ELEC,Napa Nissan,510 Soscol Ave,,,707-253-1551,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,39914,2015-07-08 14:25:18+00,P,,,03/15/2011,,,,,J1772,"510 Soscol Ave
Napa, CA 94559",38.2927116,-122.2775197,1400000US06055200301,57619
12550,0101000020E6100000D9EBDD1FEF915EC0E8E390C316264340,ELEC,NCTPA,625 Burnell St,"STATION 01; Rear of building - Back lot
STATION 03
STATION 02",,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,67792,2015-10-09 08:25:34+00,,,,,,,,,J1772,"625 Burnell St
Napa, CA 94559",38.2975697,-122.28022,1400000US06055200301,57619
11503,0101000020E6100000BADFFCE1C2915EC07594DE9277254340,ELEC,Napa Nissan,510 Soscol Ave,,,707-253-1551,E,,Private,,,,,,,1,,,,,07/08/2015,48130,2015-07-08 14:25:18+00,P,,,03/15/2011,,,,,J1772,"510 Soscol Ave
Napa, CA 94559",38.2927116,-122.2775197,1400000US06055200301,57619
10379,0101000020E6100000F30016F9F5915EC0C0B2D2A414264340,ELEC,Soscol Transit Center,Corner of 4th & Burnell Streets,,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,50947,2015-10-09 07:12:18+00,,,,,,,,,J1772,"Corner of 4th &amp; Burnell Streets
Napa, CA 94559",38.297505,-122.280638,1400000US06055200301,57619
6982,0101000020E61000007C6308008E4A5DC0B0E8D66B7A624040,ELEC,Bloomingdales - Fashion Valley - San Diego CA,7017 Friars Road,"North entrance of mall on Friars Rd. 
Units are left of the entrance. 
Directly in front of Bloomingdales.

North entrance of mall on Friars Rd. 
Units are left of the entrance. 
Directly in front of Bloomingdales.

North entrance of mall on Friars Rd. 
Units are left of the entrance. 
Directly in front of Bloomingdales.

North entrance of mall on Friars Rd. 
Units are left of the entrance. 
Directly in front of Bloomingdales.
",,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,49136,2015-10-09 07:11:31+00,,,,,,,,,J1772,"7017 Friars Road
San Diego, CA 92108",32.769361,-117.164917,1400000US06073008902,57642
